case_index,adventure_order,adventure_id,adventure_title,page_count,dimension,catalog_columns,manifest_origin,source_queue,status_at_prepare,manifest_path
274,70,ADV-0093,The Tomb of the Forgotten Paladin,10,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0093-v1.yml
275,71,ADV-0095,One Last Job,14,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0095-v1.yml
276,71,ADV-0095,One Last Job,14,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0095-v1.yml
277,71,ADV-0095,One Last Job,14,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0095-v1.yml
278,71,ADV-0095,One Last Job,14,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0095-v1.yml
279,72,ADV-0281,Downfall,24,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0281-v1.yml
280,72,ADV-0281,Downfall,24,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0281-v1.yml
281,72,ADV-0281,Downfall,24,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0281-v1.yml
282,72,ADV-0281,Downfall,24,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0281-v1.yml
283,73,ADV-0002,The Sea-prince of the Shore,16,Exploration Emphasis,Exploration Emphasis,reused,production-ee-b001,complete,experiments/production-ee-b001/production-ee-b001-gptoss-ee-adv0002-v1.yml
284,73,ADV-0002,The Sea-prince of the Shore,16,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0002-v1.yml
285,73,ADV-0002,The Sea-prince of the Shore,16,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0002-v1.yml
286,73,ADV-0002,The Sea-prince of the Shore,16,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0002-v1.yml
287,74,ADV-0289,Fireball,14,Exploration Emphasis,Exploration Emphasis,reused,production-ee-b001,complete,experiments/production-ee-b001/production-ee-b001-gptoss-ee-adv0289-v1.yml
288,74,ADV-0289,Fireball,14,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0289-v1.yml
289,74,ADV-0289,Fireball,14,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0289-v1.yml
290,74,ADV-0289,Fireball,14,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0289-v1.yml
291,75,ADV-0326,Twisted Caverns,10,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0326-v1.yml
292,75,ADV-0326,Twisted Caverns,10,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0326-v1.yml
293,75,ADV-0326,Twisted Caverns,10,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0326-v1.yml
294,75,ADV-0326,Twisted Caverns,10,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0326-v1.yml
295,76,ADV-0334,Maze Level,12,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0334-v1.yml
296,76,ADV-0334,Maze Level,12,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0334-v1.yml
297,76,ADV-0334,Maze Level,12,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0334-v1.yml
298,76,ADV-0334,Maze Level,12,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0334-v1.yml
299,77,ADV-0036,When a Star Falls,30,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0036-v1.yml
300,77,ADV-0036,When a Star Falls,30,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0036-v1.yml
301,77,ADV-0036,When a Star Falls,30,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0036-v1.yml
302,77,ADV-0036,When a Star Falls,30,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0036-v1.yml
303,78,ADV-0301,Maestro's Fall,16,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0301-v1.yml
304,78,ADV-0301,Maestro's Fall,16,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0301-v1.yml
305,78,ADV-0301,Maestro's Fall,16,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0301-v1.yml
306,78,ADV-0301,Maestro's Fall,16,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0301-v1.yml
307,79,ADV-0011,Wonder of the Northern World,18,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0011-v1.yml
308,79,ADV-0011,Wonder of the Northern World,18,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0011-v1.yml
309,79,ADV-0011,Wonder of the Northern World,18,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0011-v1.yml
310,79,ADV-0011,Wonder of the Northern World,18,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0011-v1.yml
311,80,ADV-0050,Champion of Undeath,17,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0050-v1.yml
312,80,ADV-0050,Champion of Undeath,17,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0050-v1.yml
313,80,ADV-0050,Champion of Undeath,17,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0050-v1.yml
314,80,ADV-0050,Champion of Undeath,17,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0050-v1.yml
315,81,ADV-0012,The Quest of Amon Guruthos,22,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0012-v1.yml
316,81,ADV-0012,The Quest of Amon Guruthos,22,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0012-v1.yml
317,81,ADV-0012,The Quest of Amon Guruthos,22,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0012-v1.yml
318,81,ADV-0012,The Quest of Amon Guruthos,22,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0012-v1.yml
319,82,ADV-0006,The Ithil-stone,27,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0006-v1.yml
320,82,ADV-0006,The Ithil-stone,27,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0006-v1.yml
321,82,ADV-0006,The Ithil-stone,27,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0006-v1.yml
322,82,ADV-0006,The Ithil-stone,27,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0006-v1.yml
323,83,ADV-0096,The Portal Prison,10,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0096-v1.yml
324,83,ADV-0096,The Portal Prison,10,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0096-v1.yml
325,83,ADV-0096,The Portal Prison,10,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0096-v1.yml
326,83,ADV-0096,The Portal Prison,10,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0096-v1.yml
327,84,ADV-0261,Fortress Badlands,7,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0261-v1.yml
328,84,ADV-0261,Fortress Badlands,7,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0261-v1.yml
329,84,ADV-0261,Fortress Badlands,7,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0261-v1.yml
330,84,ADV-0261,Fortress Badlands,7,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0261-v1.yml
331,85,ADV-0039,The Lost Caverns of Tsojcanth,28,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0039-v1.yml
332,85,ADV-0039,The Lost Caverns of Tsojcanth,28,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0039-v1.yml
333,85,ADV-0039,The Lost Caverns of Tsojcanth,28,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0039-v1.yml
334,85,ADV-0039,The Lost Caverns of Tsojcanth,28,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0039-v1.yml
335,86,ADV-0321,Doom of the Desert,6,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0321-v1.yml
336,86,ADV-0321,Doom of the Desert,6,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0321-v1.yml
337,86,ADV-0321,Doom of the Desert,6,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0321-v1.yml
338,86,ADV-0321,Doom of the Desert,6,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0321-v1.yml
339,87,ADV-0183,Buried Dynasty,14,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0183-v1.yml
340,87,ADV-0183,Buried Dynasty,14,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0183-v1.yml
341,87,ADV-0183,Buried Dynasty,14,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0183-v1.yml
342,87,ADV-0183,Buried Dynasty,14,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0183-v1.yml
343,88,ADV-0344,Shadowdusk Hold,12,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0344-v1.yml
344,88,ADV-0344,Shadowdusk Hold,12,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0344-v1.yml
345,88,ADV-0344,Shadowdusk Hold,12,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0344-v1.yml
346,88,ADV-0344,Shadowdusk Hold,12,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0344-v1.yml
347,89,ADV-0202,Black Swords,8,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0202-v1.yml
348,89,ADV-0202,Black Swords,8,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0202-v1.yml
349,89,ADV-0202,Black Swords,8,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0202-v1.yml
350,89,ADV-0202,Black Swords,8,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0202-v1.yml
351,90,ADV-0045,Missing Darkness,19,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0045-v1.yml
352,90,ADV-0045,Missing Darkness,19,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0045-v1.yml
353,90,ADV-0045,Missing Darkness,19,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0045-v1.yml
354,90,ADV-0045,Missing Darkness,19,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0045-v1.yml
355,91,ADV-0214,Dark Duchess,6,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0214-v1.yml
356,91,ADV-0214,Dark Duchess,6,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0214-v1.yml
357,91,ADV-0214,Dark Duchess,6,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0214-v1.yml
358,91,ADV-0214,Dark Duchess,6,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0214-v1.yml
359,92,ADV-0058,The Spider Queen's Ritual,41,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0058-v1.yml
360,92,ADV-0058,The Spider Queen's Ritual,41,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0058-v1.yml
361,92,ADV-0058,The Spider Queen's Ritual,41,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0058-v1.yml
362,92,ADV-0058,The Spider Queen's Ritual,41,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0058-v1.yml
363,93,ADV-0224,Destruction's Light,7,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0224-v1.yml
364,93,ADV-0224,Destruction's Light,7,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0224-v1.yml
365,93,ADV-0224,Destruction's Light,7,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0224-v1.yml
366,93,ADV-0224,Destruction's Light,7,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0224-v1.yml
367,94,ADV-0066,Three Witches and a Missing Princess,52,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0066-v1.yml
368,94,ADV-0066,Three Witches and a Missing Princess,52,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0066-v1.yml
369,94,ADV-0066,Three Witches and a Missing Princess,52,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0066-v1.yml
370,94,ADV-0066,Three Witches and a Missing Princess,52,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0066-v1.yml
371,95,ADV-0067,At the Gate to the Abyss,53,Exploration Emphasis,Exploration Emphasis,synthesized_from_frozen_template,production-ee-b001,pending,experiments/discovery-horizontal-095-v0.1/discovery-horizontal-095-v0.1-gptoss-ee-adv0067-v1.yml
372,95,ADV-0067,At the Gate to the Abyss,53,GM Beginner Suitability,GM Beginner Suitability,reused,production-backlog-010,pending,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0067-v1.yml
373,95,ADV-0067,At the Gate to the Abyss,53,GM Preparation Burden,GM Preparation Burden,reused,production-backlog-011,pending,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0067-v1.yml
374,95,ADV-0067,At the Gate to the Abyss,53,Seriousness,Seriousness,reused,production-backlog-012,pending,experiments/production-backlog-012/production-backlog-012-qwen-seriousness-adv0067-v1.yml
